CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
ABODE16 LTD,NI677808,,,39A AGHINTOBER ROAD,,DUNGANNON,,NORTHERN IRELAND,BT70 3DA,Private Limited Company,Active,United Kingdom,,26-03-2021,31,3,26-12-2022,,NO ACCOUNTS FILED,23-04-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,0,0,http://business.data.gov.uk/id/company/NI677808,,,,,,,,,,,,,,,,,,,,,08-04-2023,25-03-2022
ABOLTABOLWITHME LTD,13614398,,,76 CLARENCE ROAD,,LONDON,,UNITED KINGDOM,E12 5BH,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,10-09-2021,30,9,10-06-2023,,NO ACCOUNTS FILED,08-10-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13614398,,,,,,,,,,,,,,,,,,,,,23-09-2022,
ABOUT THE BOY LIMITED,13417060,,,EPPS FARM BENTLEY COMMON,BENTLEY,ATHERSTONE,,ENGLAND,CV9 2HL,Private Limited Company,Active,United Kingdom,,24-05-2021,31,5,24-02-2023,,NO ACCOUNTS FILED,21-06-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13417060,,,,,,,,,,,,,,,,,,,,,06-06-2023,23-05-2022
ABOUT YOU BOUTIQUE LTD,11116679,,,VICTORIA SHOPPING CENTRE,48 MOSTYN STREET,LLANDUDNO,,WALES,LL30 2UU,Private Limited Company,Active,United Kingdom,,18-12-2017,31,12,31-12-2022,31-12-2020,TOTAL EXEMPTION FULL,15-01-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11116679,,,,,,,,,,,,,,,,,,,,,31-12-2022,17-12-2021
ABOUT YOU BRIDAL LTD,14167168,,,7 MILL STREET,,WANTAGE,,ENGLAND,OX12 9AB,Private Limited Company,Active,United Kingdom,,13-06-2022,30,6,13-03-2024,,NO ACCOUNTS FILED,11-07-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14167168,,,,,,,,,,,,,,,,,,,,,26-06-2023,
ABOVE&BEYOND DÃ‰COR LTD,14081918,,,104 104 DOVECOT STREET,,STOCKTON-ON-TEES,,UNITED KINGDOM,TS18 1HG,Private Limited Company,Active,United Kingdom,,03-05-2022,31,5,03-02-2024,,NO ACCOUNTS FILED,31-05-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,77299 - Renting and leasing of other personal and household goods,,,0,0,http://business.data.gov.uk/id/company/14081918,,,,,,,,,,,,,,,,,,,,,16-05-2023,
ABPLAS LIMITED,6233192,,,C/O YOUR FINANCE TEAM LTD,15 BELL STREET,REIGATE,SURREY,ENGLAND,RH2 7AD,Private Limited Company,Active,United Kingdom,,01-05-2007,31,5,28-02-2023,31-05-2021,MICRO ENTITY,29-05-2017,01-05-2016,2,2,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06233192,,,,,,,,,,,,,,,,,,,,,15-05-2023,01-05-2022
ABR SPORTS LIMITED,8778285,,,SAMSAN HOUSE,HALL LANE,BRADFORD,,,BD4 7DF,Private Limited Company,Active,United Kingdom,,18-11-2013,30,11,31-08-2023,30-11-2021,MICRO ENTITY,16-12-2016,30-10-2015,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08778285,,,,,,,,,,,,,,,,,,,,,13-11-2023,30-10-2022
ABRACADABRA WONDER WORLD GROUP LTD,13490367,,,8 KILPATRICK WAY,,HAYES,,ENGLAND,UB4 9SX,Private Limited Company,Active,United Kingdom,,02-07-2021,31,7,02-04-2023,,NO ACCOUNTS FILED,30-07-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,56103 - Take-away food shops and mobile food stands,56290 - Other food services,63120 - Web portals,0,0,http://business.data.gov.uk/id/company/13490367,,,,,,,,,,,,,,,,,,,,,15-07-2023,01-07-2022
ABRAHAM BARLOW LIMITED,13977982,,,9 GREAT CHESTERFORD COURT,LONDON ROAD,GREAT CHESTERFORD,ESSEX,UNITED KINGDOM,CB10 1PF,Private Limited Company,Active,United Kingdom,,15-03-2022,31,3,15-12-2023,,NO ACCOUNTS FILED,12-04-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/13977982,,,,,,,,,,,,,,,,,,,,,28-03-2023,
ABRAHAM PRINXGREY LTD,SC610319,,,24B NIDDRIE MILL CRESCENT,,EDINBURGH,,UNITED KINGDOM,EH15 3EU,Private Limited Company,Active,United Kingdom,,08-10-2018,31,10,31-07-2024,31-10-2022,TOTAL EXEMPTION FULL,05-11-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",49320 - Taxi operation,,0,0,http://business.data.gov.uk/id/company/SC610319,,,,,,,,,,,,,,,,,,,,,14-10-2023,30-09-2022
ABRASHEM LIMITED,7252201,,,UNIT 13-14 692-696 STRATFORD ROAD,SPARKHILL,BIRMINGHAM,,ENGLAND,B11 4AT,Private Limited Company,Active,United Kingdom,,13-05-2010,31,5,28-02-2023,31-05-2021,MICRO ENTITY,29-01-2017,01-01-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/07252201,,,,,,,,,,,,,,,,,,,,,15-01-2023,01-01-2022
ABREY ENTERPRISES LTD,10834089,,,25A ANSELM ROAD,,LONDON,,ENGLAND,SW6 1LH,Private Limited Company,Active,United Kingdom,,23-06-2017,30,6,31-03-2023,30-06-2021,TOTAL EXEMPTION FULL,21-07-2018,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10834089,03-08-2020,ABREY ENTREPRISES LTD,20-07-2020,ADRIATIKA SWIMWEAR LTD,13-11-2017,ADRIATIKA INTERNATIONAL LTD,,,,,,,,,,,,,,,05-07-2023,21-06-2022
ABRINOR LTD,9786198,,,20/22 QUEEN STREET,AMBLE,MORPETH,NORTHUMBERLAND,UNITED KINGDOM,NE65 0BZ,Private Limited Company,Active,United Kingdom,,21-09-2015,31,3,31-12-2022,31-03-2021,MICRO ENTITY,19-10-2016,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09786198,,,,,,,,,,,,,,,,,,,,,04-10-2023,20-09-2022
ABROAD&CO CLOTHING LTD.,13230241,,,36 LINKSFIELD ROAD,,WESTGATE ON SEA,KENT,UNITED KINGDOM,CT8 8EU,Private Limited Company,Active,United Kingdom,,26-02-2021,28,2,30-11-2023,28-02-2022,MICRO ENTITY,26-03-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/13230241,,,,,,,,,,,,,,,,,,,,,11-03-2023,25-02-2022
ABS BLINDS LIMITED,5074185,,,42 CUDWORTH ROAD,,ASHFORD,KENT,ENGLAND,TN24 0BG,Private Limited Company,Active,United Kingdom,,16-03-2004,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,13-04-2017,16-03-2016,1,1,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/05074185,,,,,,,,,,,,,,,,,,,,,30-03-2023,16-03-2022
ABS DISCOUNT SALES LTD,SC744155,,,15 - 17 TEVIOT WALK,CUMBERNAULD,GLASGOW,,SCOTLAND,G67 1NG,Private Limited Company,Active,United Kingdom,,12-09-2022,30,9,12-06-2024,,NO ACCOUNTS FILED,10-10-2023,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47540 - Retail sale of electrical household appliances in specialised stores,47710 - Retail sale of clothing in specialised stores,,0,0,http://business.data.gov.uk/id/company/SC744155,,,,,,,,,,,,,,,,,,,,,25-09-2023,
ABSALON TECHNOLOGY LTD,14304638,,,UNIT NO. 605,27 EXETER ROAD,NEWMARKET,SUFFOLK,UNITED KINGDOM,CB8 8AR,Private Limited Company,Active,United Kingdom,,18-08-2022,31,8,18-05-2024,,NO ACCOUNTS FILED,15-09-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,"47990 - Other retail sale not in stores, stalls or markets",,,0,0,http://business.data.gov.uk/id/company/14304638,,,,,,,,,,,,,,,,,,,,,31-08-2023,
ABSENCE OF COLOUR LIMITED,9103995,,,"FLAT 15, WINDERMERE HOUSE",74 ERIC STREET,LONDON,,ENGLAND,E3 4TD,Private Limited Company,Active,United Kingdom,,26-06-2014,30,6,31-03-2023,30-06-2021,TOTAL EXEMPTION FULL,24-07-2017,26-06-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09103995,,,,,,,,,,,,,,,,,,,,,10-07-2023,26-06-2022
ABSOLUTE BRIDAL COUTURE LIMITED,10812472,,,THE PINNACLE 3RD FLOOR,73 KING STREET,MANCHESTER,,,M2 4NG,Private Limited Company,Liquidation,United Kingdom,,09-06-2017,29,6,29-03-2020,29-06-2018,TOTAL EXEMPTION FULL,07-07-2018,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,,,0,0,http://business.data.gov.uk/id/company/10812472,,,,,,,,,,,,,,,,,,,,,12-06-2020,29-05-2019
ABSOLUTE BY GRACE LTD,13204085,,,254 UPPER SHOREHAM ROAD,,SHOREHAM-BY-SEA,,ENGLAND,BN43 6BF,Private Limited Company,Active,United Kingdom,,16-02-2021,28,2,16-02-2023,,NO ACCOUNTS FILED,16-03-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",47710 - Retail sale of clothing in specialised stores,47770 - Retail sale of watches and jewellery in specialised stores,0,0,http://business.data.gov.uk/id/company/13204085,,,,,,,,,,,,,,,,,,,,,14-03-2023,28-02-2022
ABSOLUTE GLAMOUR FORMALS LIMITED,NI638811,,,UNIT 10,2 - 4 BALLOO AVENUE,BANGOR,DOWN,NORTHERN IRELAND,BT19 7QT,Private Limited Company,Active,United Kingdom,,01-06-2016,30,6,31-03-2023,30-06-2021,MICRO ENTITY,29-06-2017,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/NI638811,,,,,,,,,,,,,,,,,,,,,19-10-2023,05-10-2022
ABSOLUTE HOME TEXTILES LIMITED,7161338,,,2ND FLOOR,SWAN LANE MILL NO. 3 HIGHER SWAN LANE,BOLTON,LANCASHIRE,,BL3 3BJ,Private Limited Company,Active,United Kingdom,,17-02-2010,30,4,31-01-2023,30-04-2021,TOTAL EXEMPTION FULL,17-03-2017,17-02-2016,1,0,0,1,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/07161338,02-03-2010,QUALTEX ABSOLUTE LIMITED,,,,,,,,,,,,,,,,,,,03-03-2023,17-02-2022
ABSOLUTELY FABRICS UK LIMITED,5524010,A1 ACCOUNTANCY SERVICES,,12 REGENT TERRACE,,GATESHEAD,,ENGLAND,NE8 1LU,Private Limited Company,Active,United Kingdom,,01-08-2005,26,8,26-05-2023,26-08-2021,MICRO ENTITY,29-08-2016,01-08-2015,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/05524010,,,,,,,,,,,,,,,,,,,,,01-07-2023,17-06-2022
ABU MONZIR TRADING LTD,13507943,,,30 A BISLEY STREET,,LEICESTER,,UNITED KINGDOM,LE3 0DA,Private Limited Company,Active,United Kingdom,,13-07-2021,31,7,13-04-2023,,NO ACCOUNTS FILED,10-08-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13507943,,,,,,,,,,,,,,,,,,,,,26-07-2023,12-07-2022
ABU TALIB LIMITED,13615025,,,78 BROADFIELD ROAD,,MANCHESTER,,ENGLAND,M14 4WH,Private Limited Company,Active,United Kingdom,,10-09-2021,30,9,10-06-2023,,NO ACCOUNTS FILED,08-10-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/13615025,,,,,,,,,,,,,,,,,,,,,07-10-2023,23-09-2022
ABU ZAR LIMITED,11094938,,,1 MAYFAIR GROVE,WHITEFIELD,MANCHESTER,,ENGLAND,M45 6BQ,Private Limited Company,Active,United Kingdom,,04-12-2017,31,12,30-09-2023,31-12-2021,MICRO ENTITY,01-01-2019,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/11094938,,,,,,,,,,,,,,,,,,,,,19-03-2023,05-03-2022
ABUJA TRADERS LIMITED,9479089,,,1A ELECTRIC PARADE,SEVEN KINGS ROAD,ILFORD,,ENGLAND,IG3 8BY,Private Limited Company,Active,United Kingdom,,09-03-2015,31,3,31-12-2022,31-03-2021,MICRO ENTITY,06-04-2017,09-03-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09479089,,,,,,,,,,,,,,,,,,,,,04-03-2023,18-02-2022
ABUNDANT APPAREL LTD,13182990,,,16 THE SAPLINGS,,SUTTON COLDFIELD,,ENGLAND,B76 1PF,Private Limited Company,Active,United Kingdom,,05-02-2021,28,2,30-11-2023,28-02-2022,DORMANT,05-03-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13182990,,,,,,,,,,,,,,,,,,,,,18-02-2023,04-02-2022
ABUNDANT GROUP LIMITED,13618802,,,85 BOOTH ROAD,,LONDON,,ENGLAND,NW9 5JU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,13-09-2021,30,9,13-06-2023,,NO ACCOUNTS FILED,11-10-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,62090 - Other information technology service activities,,0,0,http://business.data.gov.uk/id/company/13618802,,,,,,,,,,,,,,,,,,,,,26-09-2022,
ABZ TRADING LIMITED,4468124,,,248 GREEN STREET,FOREST GATE,LONDON,,,E7 8LF,Private Limited Company,Active,United Kingdom,,24-06-2002,31,8,31-05-2023,31-08-2021,MICRO ENTITY,22-07-2017,24-06-2016,6,6,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/04468124,,,,,,,,,,,,,,,,,,,,,08-07-2023,24-06-2022
AC LUXURY LTD,5821696,,,28A LAMBROOK TERRACE,,LONDON,,ENGLAND,SW6 6TG,Private Limited Company,Active,United Kingdom,,18-05-2006,31,5,28-02-2023,31-05-2021,MICRO ENTITY,15-06-2017,18-05-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47770 - Retail sale of watches and jewellery in specialised stores,70100 - Activities of head offices,70229 - Management consultancy activities other than financial management,0,0,http://business.data.gov.uk/id/company/05821696,07-06-2011,EXCENTRICA STRATEGIES LIMITED,,,,,,,,,,,,,,,,,,,15-09-2023,01-09-2022
AC MABEN LTD,10142817,,,5 KAROLINE GARDENS,,GREENFORD,MIDDLESEX,UNITED KINGDOM,UB6 9JP,Private Limited Company,Active,United Kingdom,,22-04-2016,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,20-05-2017,,1,1,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10142817,,,,,,,,,,,,,,,,,,,,,21-05-2023,07-05-2022
ACACIA (CHARNWOOD) LIMITED,9618065,CROUCHER,,SECOND FLOOR 2 COPPERHOUSE COURT,CALDECOTTE,MILTON KEYNES,,ENGLAND,MK7 8NL,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02-06-2015,31,3,31-03-2022,31-03-2020,MICRO ENTITY,30-06-2017,02-06-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09618065,,,,,,,,,,,,,,,,,,,,,16-06-2022,02-06-2021
ACACIA CONTRACTS LIMITED,4711044,,,C/O LAMEYS,ONE COURTENAY PARK,NEWTON ABBOT,DEVON,,TQ12 2HD,Private Limited Company,Liquidation,United Kingdom,,25-03-2003,31,3,31-03-2021,31-03-2019,TOTAL EXEMPTION FULL,22-04-2017,25-03-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/04711044,,,,,,,,,,,,,,,,,,,,,06-05-2021,25-03-2020
ACACIA SHUTTERS & BLINDS LIMITED,8483420,,,2 COPPERHOUSE COURT,CALDECOTTE BUSINESS PARK,MILTON KEYNES,BUCKINGHAMSHIRE,UNITED KINGDOM,MK7 8NL,Private Limited Company,Active,United Kingdom,,11-04-2013,31,3,31-12-2022,31-03-2021,MICRO ENTITY,09-05-2017,11-04-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08483420,,,,,,,,,,,,,,,,,,,,,25-04-2023,11-04-2022
ACACIAS PICPODZ LTD,13767755,,4385,13767755: COMPANIES HOUSE DEFAULT ADDRESS,,CARDIFF,,,CF14 8LH,Private Limited Company,Active,United Kingdom,,26-11-2021,30,11,26-08-2023,,NO ACCOUNTS FILED,24-12-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13767755,,,,,,,,,,,,,,,,,,,,,09-12-2022,
ACADEMIA SCHOOLWEAR LTD,11498000,,,"SUITE A, GROUND FLOOR",11 EDWARD ST,BRADFORD,,ENGLAND,BD4 7BH,Private Limited Company,Active,United Kingdom,,02-08-2018,31,10,31-07-2023,31-10-2021,MICRO ENTITY,30-08-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11498000,,,,,,,,,,,,,,,,,,,,,15-08-2022,01-08-2021
ACADEMY PRINTING AND EMBROIDERY SERVICE LTD,14058476,,,UNIT M CHURCHILL INDUSTRIAL ESTATE,CHURCHILL ROAD,CHELTENHAM,,ENGLAND,GL53 7EG,Private Limited Company,Active,United Kingdom,,20-04-2022,30,4,20-01-2024,,NO ACCOUNTS FILED,18-05-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14058476,,,,,,,,,,,,,,,,,,,,,03-05-2023,
ACADEMY SPORTS & LEISURE LIMITED,5738292,,,"UNIT M, CHURCHILL INDUSTRIAL ESTATE",CHURCHILL ROAD,CHELTENHAM,GLOUCESTERSHIRE,ENGLAND,GL53 7EG,Private Limited Company,Active,United Kingdom,,10-03-2006,30,3,30-12-2022,31-03-2021,TOTAL EXEMPTION FULL,07-04-2017,10-03-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/05738292,,,,,,,,,,,,,,,,,,,,,24-03-2023,10-03-2022
ACADEMY WORKWEAR & PROMOTIONS LIMITED,6495769,,,VANTAGE HOUSE EUXTON LANE,EUXTON,CHORLEY,LANCASHIRE,,PR7 6TB,Private Limited Company,Active,United Kingdom,,06-02-2008,31,3,31-12-2022,31-03-2021,MICRO ENTITY,06-03-2017,06-02-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06495769,,,,,,,,,,,,,,,,,,,,,20-02-2023,06-02-2022
ACAPULCO STUDIOS LIMITED,14235786,,,FLAT A20 PARLIAMENT VIEW APARTMENTS,1 ALBERT EMBANKMENT,LONDON,,ENGLAND,SE1 7XH,Private Limited Company,Active,United Kingdom,,14-07-2022,31,7,14-04-2024,,NO ACCOUNTS FILED,11-08-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14235786,,,,,,,,,,,,,,,,,,,,,20-08-2023,06-08-2022
ACBARNIEH LTD,12943360,,,95B LANSDOWNE ROAD,,CROYDON,SURREY,UNITED KINGDOM,CR0 2BN,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,12-10-2020,31,10,12-07-2022,,NO ACCOUNTS FILED,09-11-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,73120 - Media representation services,,,0,0,http://business.data.gov.uk/id/company/12943360,,,,,,,,,,,,,,,,,,,,,25-10-2022,11-10-2021
ACCENT LADIES LIMITED,2669205,,,10 PARK PLACE,,LEEDS,,ENGLAND,LS1 2RU,Private Limited Company,Active,United Kingdom,,09-12-1991,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,06-01-2017,09-12-2015,3,2,0,1,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/02669205,,,,,,,,,,,,,,,,,,,,,23-12-2022,09-12-2021
ACCENT MENSWEAR LTD.,3242735,,,10 PARK PLACE,,LEEDS,,ENGLAND,LS1 2RU,Private Limited Company,Active,United Kingdom,,28-08-1996,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,25-09-2016,28-08-2015,4,2,0,2,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/03242735,,,,,,,,,,,,,,,,,,,,,11-09-2023,28-08-2022
ACCESS ALL BRANDS MERCHANDISE LTD,9802616,,,SPITALFIELDS HOUSE,STIRLING WAY,BOREHAMWOOD,HERTFORDSHIRE,ENGLAND,WD6 2FX,Private Limited Company,Active,United Kingdom,,30-09-2015,30,9,30-06-2022,30-09-2020,TOTAL EXEMPTION FULL,28-10-2016,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09802616,,,,,,,,,,,,,,,,,,,,,01-12-2023,17-11-2022
ACCESS ATTIRE LTD,14329673,,,8 WASH ROAD,,BRENTWOOD,,UNITED KINGDOM,CM13 1DJ,Private Limited Company,Active,United Kingdom,,01-09-2022,30,9,01-06-2024,,NO ACCOUNTS FILED,29-09-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14329673,,,,,,,,,,,,,,,,,,,,,14-09-2023,
ACCESSORAVES LTD,13994006,,,ROOM 6 2 HIGH STREET,TOTTON,SOUTHAMPTON,,ENGLAND,SO40 9HN,Private Limited Company,Active,United Kingdom,,22-03-2022,31,3,22-12-2023,,NO ACCOUNTS FILED,19-04-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13994006,,,,,,,,,,,,,,,,,,,,,04-04-2023,
ACCESSORIZE BRANDS LTD,12543459,,,YELLOW BUILDING,1 NICHOLAS ROAD,LONDON,,ENGLAND,W11 4AN,Private Limited Company,Active,United Kingdom,,01-04-2020,28,8,28-05-2023,28-08-2021,FULL,29-04-2021,,2,0,0,2,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12543459,,,,,,,,,,,,,,,,,,,,,12-03-2023,26-02-2022
ACCESSORIZE STORES LTD,12543527,,,YELLOW BUILDING,1 NICHOLAS ROAD,LONDON,,ENGLAND,W11 4AN,Private Limited Company,Active,United Kingdom,,01-04-2020,28,8,28-05-2023,28-08-2021,FULL,29-04-2021,,2,0,0,2,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12543527,,,,,,,,,,,,,,,,,,,,,12-03-2023,26-02-2022
ACCESSORIZEE LTD,13613472,,,16 WHITMAN STREET,WHITMAN STREET,MANCHESTER,,ENGLAND,M9 4NY,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,10-09-2021,30,9,10-06-2023,,NO ACCOUNTS FILED,08-10-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13613472,,,,,,,,,,,,,,,,,,,,,23-09-2022,
ACCESSORY WISE LIMITED,12914927,,,UNIT 3,275A LEY STREET,ILFORD,,ENGLAND,IG1 4BN,Private Limited Company,Active,United Kingdom,,30-09-2020,30,9,30-06-2023,30-09-2021,MICRO ENTITY,28-10-2021,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47710 - Retail sale of clothing in specialised stores,47722 - Retail sale of leather goods in specialised stores,,0,0,http://business.data.gov.uk/id/company/12914927,,,,,,,,,,,,,,,,,,,,,13-10-2023,29-09-2022
ACCOUNTEX LTD,11362811,,,14 CLAIRVALE ROAD,,HOUNSLOW,,UNITED KINGDOM,TW5 9AE,Private Limited Company,Active,United Kingdom,,15-05-2018,31,5,28-02-2023,31-05-2021,MICRO ENTITY,12-06-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,69201 - Accounting and auditing activities,69202 - Bookkeeping activities,69203 - Tax consultancy,0,0,http://business.data.gov.uk/id/company/11362811,21-07-2020,TALL FLAMINGO LTD,,,,,,,,,,,,,,,,,,,03-08-2023,20-07-2022
ACCURATE ESTIMATES LIMITED,14377767,,,4 LINK LANE,,WALLINGTON,,ENGLAND,SM6 9EB,Private Limited Company,Active,United Kingdom,,26-09-2022,30,9,26-06-2024,,NO ACCOUNTS FILED,24-10-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14377767,,,,,,,,,,,,,,,,,,,,,09-10-2023,
ACE ALTERATIONS LTD,SC745220,,,24 EAST PORT,,DUNFERMLINE,,SCOTLAND,KY12 7JB,Private Limited Company,Active,United Kingdom,,23-09-2022,30,9,23-06-2024,,NO ACCOUNTS FILED,21-10-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/SC745220,,,,,,,,,,,,,,,,,,,,,06-10-2023,
